obj,rel,sbj,GT_1,GT_2,GT_3,GT_4,GT_5,GT_6,GT_7,GT_8,GT_9,GT_10,GT_11,GT_12,GT_13,GT_14,GT_15,GT_16,GT_17,GT_18,GT_19,GT_20,GT_21,GT_22,GT_23,GT_24,GT_25,GT_26,GT_27,GT_28,GT_29,GT_30,GT_31,GT_32,GT_33,GT_34,GT_35,GT_36,GT_37,GT_38,GT_39,GT_40,GT_41,GT_42,GT_43,GT_44,GT_45,GT_46,GT_47,GT_48,GT_49,GT_50,GT_51,GT_52,GT_53,GT_54,GT_55,GT_56,GT_57,GT_58,GT_59,GT_60,GT_61,GT_62,GT_63,GT_64,GT_65,GT_66,GT_67,GT_68,GT_69,GT_70,GT_71,GT_72,GT_73,GT_74,GT_75,GT_76,GT_77,GT_78,GT_79,GT_80,GT_81,GT_82,GT_83,GT_84,GT_85,GT_86,GT_87,GT_88,GT_89,GT_90,GT_91,GT_92,GT_93,GT_94,GT_95,GT_96,GT_97,GT_98,GT_99,GT_100,GT_101,GT_102,GT_103,GT_104,GT_105,GT_106,GT_107,GT_108,GT_109,GT_110,GT_111,GT_112,GT_113,GT_114,GT_115,GT_116,GT_117,GT_118,GT_119,GT_120,GT_121,GT_122,GT_123,GT_124,GT_125,GT_126,GT_127,GT_128,GT_129,GT_130,GT_131,GT_132,GT_133,GT_134,GT_135,GT_136,GT_137,GT_138,GT_139,GT_140,GT_141,GT_142,GT_143,GT_144,GT_145,GT_146,GT_147,GT_148,GT_149,GT_150,GT_151,GT_152,GT_153,GT_154,GT_155,GT_156,GT_157,GT_158,GT_159,GT_160,GT_161,GT_162,GT_163,GT_164,GT_165,GT_166,GT_167,GT_168,GT_169,GT_170,GT_171,GT_172,GT_173,GT_174,GT_175,GT_176,GT_177,GT_178,GT_179,GT_180,GT_181,GT_182,GT_183,GT_184,GT_185,GT_186,GT_187,GT_188,GT_189,GT_190,GT_191,GT_192,GT_193,GT_194,GT_195,GT_196,GT_197,GT_198,GT_199,GT_200,GT_201,GT_202,GT_203,GT_204,GT_205,GT_206,GT_207,GT_208,GT_209,GT_210,GT_211,GT_212,GT_213,GT_214,GT_215,GT_216,GT_217,GT_218,GT_219,GT_220,GT_221,GT_222,GT_223,GT_224,GT_225,GT_226,GT_227,GT_228,GT_229,GT_230,GT_231,GT_232,GT_233,GT_234,GT_235,GT_236,GT_237,GT_238,GT_239,GT_240,GT_241,GT_242,GT_243,GT_244,GT_245,GT_246,GT_247,GT_248,GT_249,GT_250,GT_251,GT_252,GT_253,GT_254,GT_255,GT_256,GT_257,GT_258,GT_259,GT_260,GT_261,GT_262,GT_263,GT_264,GT_265,GT_266,GT_267,GT_268,GT_269,GT_270,GT_271,GT_272,GT_273,GT_274,GT_275,GT_276,GT_277,GT_278,GT_279,GT_280,GT_281,GT_282,GT_283,GT_284,GT_285,GT_286,GT_287,GT_288,GT_289,GT_290,GT_291,GT_292,GT_293,GT_294
467,0,692,248.0,0.0,692.0,447.0,0.0,692.0,453.0,0.0,692.0,461.0,0.0,692.0,465.0,0.0,692.0,466.0,0.0,692.0,467.0,0.0,690.0,618.0,0.0,830.0,235.0,0.0,662.0,18.0,0.0,663.0,41.0,0.0,663.0,426.0,0.0,663.0,431.0,0.0,663.0,151.0,0.0,680.0,447.0,0.0,680.0,448.0,0.0,680.0,453.0,0.0,680.0,278.0,0.0,690.0,447.0,0.0,690.0,448.0,0.0,690.0,453.0,0.0,690.0,461.0,0.0,690.0,465.0,0.0,690.0,466.0,0.0,690.0,692.0,2.0,830.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,680.0,692.0,2.0,690.0,467.0,3.0,618.0,467.0,3.0,18.0,467.0,3.0,41.0,467.0,3.0,151.0,467.0,3.0,235.0,467.0,3.0,248.0,467.0,3.0,278.0,467.0,3.0,426.0,467.0,3.0,431.0,467.0,3.0,447.0,467.0,3.0,448.0,467.0,3.0,453.0,467.0,3.0,461.0,467.0,3.0,465.0,467.0,3.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,0,690,278.0,0.0,690.0,447.0,0.0,690.0,448.0,0.0,690.0,453.0,0.0,690.0,461.0,0.0,690.0,465.0,0.0,690.0,466.0,0.0,690.0,467.0,0.0,692.0,248.0,0.0,692.0,447.0,0.0,692.0,453.0,0.0,692.0,461.0,0.0,692.0,465.0,0.0,692.0,466.0,0.0,692.0,447.0,0.0,694.0,655.0,0.0,696.0,454.0,0.0,705.0,347.0,0.0,797.0,618.0,0.0,830.0,618.0,0.0,831.0,18.0,0.0,663.0,41.0,0.0,663.0,426.0,0.0,663.0,431.0,0.0,663.0,108.0,0.0,673.0,151.0,0.0,680.0,447.0,0.0,680.0,448.0,0.0,680.0,453.0,0.0,680.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,696.0,690.0,2.0,705.0,690.0,2.0,797.0,690.0,2.0,830.0,690.0,2.0,831.0,690.0,2.0,663.0,690.0,2.0,673.0,690.0,2.0,680.0,467.0,3.0,618.0,467.0,3.0,655.0,467.0,3.0,18.0,467.0,3.0,41.0,467.0,3.0,108.0,467.0,3.0,151.0,467.0,3.0,248.0,467.0,3.0,278.0,467.0,3.0,347.0,467.0,3.0,426.0,467.0,3.0,431.0,467.0,3.0,447.0,467.0,3.0,448.0,467.0,3.0,453.0,467.0,3.0,454.0,467.0,3.0,461.0,467.0,3.0,465.0,467.0,3.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,0,693,248.0,0.0,693.0,310.0,0.0,693.0,447.0,0.0,693.0,448.0,0.0,693.0,453.0,0.0,693.0,461.0,0.0,693.0,465.0,0.0,693.0,466.0,0.0,693.0,467.0,3.0,248.0,467.0,3.0,310.0,467.0,3.0,447.0,467.0,3.0,448.0,467.0,3.0,453.0,467.0,3.0,461.0,467.0,3.0,465.0,467.0,3.0,466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,0,690,297.0,0.0,690.0,307.0,0.0,690.0,468.0,0.0,692.0,258.0,0.0,691.0,262.0,0.0,691.0,314.0,0.0,692.0,258.0,0.0,760.0,262.0,0.0,760.0,604.0,0.0,830.0,1.0,0.0,661.0,32.0,0.0,661.0,35.0,0.0,661.0,66.0,0.0,661.0,560.0,0.0,663.0,1.0,0.0,663.0,12.0,0.0,663.0,15.0,0.0,663.0,29.0,0.0,663.0,32.0,0.0,663.0,33.0,0.0,663.0,35.0,0.0,663.0,52.0,0.0,663.0,66.0,0.0,663.0,67.0,0.0,663.0,68.0,0.0,663.0,89.0,0.0,663.0,94.0,0.0,663.0,432.0,0.0,663.0,109.0,0.0,672.0,492.0,0.0,679.0,171.0,0.0,680.0,690.0,2.0,691.0,690.0,2.0,692.0,690.0,2.0,760.0,690.0,2.0,830.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,672.0,690.0,2.0,679.0,690.0,2.0,680.0,468.0,3.0,492.0,468.0,3.0,560.0,468.0,3.0,604.0,468.0,3.0,1.0,468.0,3.0,12.0,468.0,3.0,15.0,468.0,3.0,29.0,468.0,3.0,32.0,468.0,3.0,33.0,468.0,3.0,35.0,468.0,3.0,52.0,468.0,3.0,66.0,468.0,3.0,67.0,468.0,3.0,68.0,468.0,3.0,89.0,468.0,3.0,94.0,468.0,3.0,109.0,468.0,3.0,171.0,468.0,3.0,258.0,468.0,3.0,262.0,468.0,3.0,297.0,468.0,3.0,307.0,468.0,3.0,314.0,468.0,3.0,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,0,692,314.0,0.0,692.0,468.0,0.0,690.0,604.0,0.0,830.0,1.0,0.0,662.0,35.0,0.0,662.0,560.0,0.0,663.0,1.0,0.0,663.0,12.0,0.0,663.0,15.0,0.0,663.0,29.0,0.0,663.0,32.0,0.0,663.0,33.0,0.0,663.0,35.0,0.0,663.0,52.0,0.0,663.0,66.0,0.0,663.0,67.0,0.0,663.0,68.0,0.0,663.0,89.0,0.0,663.0,94.0,0.0,663.0,432.0,0.0,663.0,109.0,0.0,672.0,171.0,0.0,680.0,297.0,0.0,690.0,307.0,0.0,690.0,692.0,2.0,830.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,672.0,692.0,2.0,680.0,692.0,2.0,690.0,468.0,3.0,560.0,468.0,3.0,604.0,468.0,3.0,1.0,468.0,3.0,12.0,468.0,3.0,15.0,468.0,3.0,29.0,468.0,3.0,32.0,468.0,3.0,33.0,468.0,3.0,35.0,468.0,3.0,52.0,468.0,3.0,66.0,468.0,3.0,67.0,468.0,3.0,68.0,468.0,3.0,89.0,468.0,3.0,94.0,468.0,3.0,109.0,468.0,3.0,171.0,468.0,3.0,297.0,468.0,3.0,307.0,468.0,3.0,314.0,468.0,3.0,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,0,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,0,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,0,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,0,693,469.0,0.0,693.0,473.0,0.0,693.0,476.0,0.0,693.0,246.0,0.0,693.0,247.0,0.0,693.0,253.0,0.0,693.0,276.0,0.0,693.0,457.0,3.0,469.0,457.0,3.0,473.0,457.0,3.0,476.0,457.0,3.0,246.0,457.0,3.0,247.0,457.0,3.0,253.0,457.0,3.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,0,690,469.0,0.0,690.0,473.0,0.0,690.0,476.0,0.0,690.0,253.0,0.0,690.0,291.0,0.0,690.0,313.0,0.0,690.0,457.0,0.0,692.0,469.0,0.0,692.0,473.0,0.0,692.0,476.0,0.0,692.0,246.0,0.0,692.0,247.0,0.0,692.0,253.0,0.0,692.0,313.0,0.0,692.0,542.0,0.0,702.0,657.0,0.0,705.0,362.0,0.0,798.0,518.0,0.0,825.0,614.0,0.0,830.0,620.0,0.0,830.0,614.0,0.0,831.0,2.0,0.0,661.0,10.0,0.0,661.0,38.0,0.0,661.0,62.0,0.0,661.0,421.0,0.0,661.0,2.0,0.0,663.0,10.0,0.0,663.0,11.0,0.0,663.0,38.0,0.0,663.0,39.0,0.0,663.0,61.0,0.0,663.0,62.0,0.0,663.0,63.0,0.0,663.0,65.0,0.0,663.0,99.0,0.0,663.0,369.0,0.0,663.0,393.0,0.0,663.0,421.0,0.0,663.0,597.0,0.0,673.0,119.0,0.0,673.0,119.0,0.0,674.0,170.0,0.0,680.0,173.0,0.0,680.0,179.0,0.0,680.0,569.0,0.0,685.0,690.0,2.0,692.0,690.0,2.0,702.0,690.0,2.0,705.0,690.0,2.0,798.0,690.0,2.0,825.0,690.0,2.0,830.0,690.0,2.0,831.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,673.0,690.0,2.0,674.0,690.0,2.0,680.0,690.0,2.0,685.0,457.0,3.0,469.0,457.0,3.0,473.0,457.0,3.0,476.0,457.0,3.0,518.0,457.0,3.0,542.0,457.0,3.0,569.0,457.0,3.0,597.0,457.0,3.0,614.0,457.0,3.0,620.0,457.0,3.0,657.0,457.0,3.0,2.0,457.0,3.0,10.0,457.0,3.0,11.0,457.0,3.0,38.0,457.0,3.0,39.0,457.0,3.0,61.0,457.0,3.0,62.0,457.0,3.0,63.0,457.0,3.0,65.0,457.0,3.0,99.0,457.0,3.0,119.0,457.0,3.0,170.0,457.0,3.0,173.0,457.0,3.0,179.0,457.0,3.0,246.0,457.0,3.0,247.0,457.0,3.0,253.0,457.0,3.0,291.0,457.0,3.0,313.0,457.0,3.0,362.0,457.0,3.0,369.0,457.0,3.0,393.0,457.0,3.0,421.0,,,,,,,,,,,,,,,,,,
457,0,692,469.0,0.0,692.0,473.0,0.0,692.0,476.0,0.0,692.0,246.0,0.0,692.0,247.0,0.0,692.0,253.0,0.0,692.0,313.0,0.0,692.0,457.0,0.0,690.0,362.0,0.0,798.0,614.0,0.0,830.0,620.0,0.0,830.0,2.0,0.0,662.0,38.0,0.0,662.0,99.0,0.0,662.0,145.0,0.0,662.0,154.0,0.0,662.0,233.0,0.0,662.0,2.0,0.0,663.0,10.0,0.0,663.0,11.0,0.0,663.0,38.0,0.0,663.0,39.0,0.0,663.0,61.0,0.0,663.0,62.0,0.0,663.0,63.0,0.0,663.0,65.0,0.0,663.0,99.0,0.0,663.0,369.0,0.0,663.0,393.0,0.0,663.0,421.0,0.0,663.0,119.0,0.0,674.0,170.0,0.0,680.0,173.0,0.0,680.0,179.0,0.0,680.0,469.0,0.0,690.0,473.0,0.0,690.0,476.0,0.0,690.0,253.0,0.0,690.0,291.0,0.0,690.0,313.0,0.0,690.0,692.0,2.0,798.0,692.0,2.0,830.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,674.0,692.0,2.0,680.0,692.0,2.0,690.0,457.0,3.0,469.0,457.0,3.0,473.0,457.0,3.0,476.0,457.0,3.0,614.0,457.0,3.0,620.0,457.0,3.0,2.0,457.0,3.0,10.0,457.0,3.0,11.0,457.0,3.0,38.0,457.0,3.0,39.0,457.0,3.0,61.0,457.0,3.0,62.0,457.0,3.0,63.0,457.0,3.0,65.0,457.0,3.0,99.0,457.0,3.0,119.0,457.0,3.0,145.0,457.0,3.0,154.0,457.0,3.0,170.0,457.0,3.0,173.0,457.0,3.0,179.0,457.0,3.0,233.0,457.0,3.0,246.0,457.0,3.0,247.0,457.0,3.0,253.0,457.0,3.0,291.0,457.0,3.0,313.0,457.0,3.0,362.0,457.0,3.0,369.0,457.0,3.0,393.0,457.0,3.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,0,757,469.0,0.0,757.0,473.0,0.0,757.0,476.0,0.0,757.0,457.0,3.0,469.0,457.0,3.0,473.0,457.0,3.0,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0,757,463.0,0.0,757.0,472.0,0.0,757.0,459.0,3.0,463.0,459.0,3.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0,692,463.0,0.0,692.0,472.0,0.0,692.0,243.0,0.0,692.0,244.0,0.0,692.0,251.0,0.0,692.0,252.0,0.0,692.0,315.0,0.0,692.0,459.0,0.0,690.0,621.0,0.0,830.0,4.0,0.0,662.0,84.0,0.0,662.0,265.0,0.0,662.0,4.0,0.0,663.0,30.0,0.0,663.0,51.0,0.0,663.0,54.0,0.0,663.0,57.0,0.0,663.0,69.0,0.0,663.0,75.0,0.0,663.0,84.0,0.0,663.0,532.0,0.0,680.0,381.0,0.0,680.0,463.0,0.0,690.0,472.0,0.0,690.0,274.0,0.0,690.0,316.0,0.0,690.0,692.0,2.0,830.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,680.0,692.0,2.0,690.0,459.0,3.0,463.0,459.0,3.0,472.0,459.0,3.0,532.0,459.0,3.0,621.0,459.0,3.0,4.0,459.0,3.0,30.0,459.0,3.0,51.0,459.0,3.0,54.0,459.0,3.0,57.0,459.0,3.0,69.0,459.0,3.0,75.0,459.0,3.0,84.0,459.0,3.0,243.0,459.0,3.0,244.0,459.0,3.0,251.0,459.0,3.0,252.0,459.0,3.0,265.0,459.0,3.0,274.0,459.0,3.0,315.0,459.0,3.0,316.0,459.0,3.0,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0,690,463.0,0.0,690.0,472.0,0.0,690.0,274.0,0.0,690.0,316.0,0.0,690.0,459.0,0.0,692.0,459.0,0.0,694.0,463.0,0.0,692.0,472.0,0.0,692.0,243.0,0.0,692.0,244.0,0.0,692.0,251.0,0.0,692.0,252.0,0.0,692.0,315.0,0.0,692.0,274.0,0.0,694.0,294.0,0.0,694.0,295.0,0.0,694.0,358.0,0.0,797.0,516.0,0.0,825.0,621.0,0.0,830.0,4.0,0.0,661.0,4.0,0.0,663.0,30.0,0.0,663.0,51.0,0.0,663.0,54.0,0.0,663.0,57.0,0.0,663.0,69.0,0.0,663.0,75.0,0.0,663.0,84.0,0.0,663.0,147.0,0.0,679.0,532.0,0.0,680.0,381.0,0.0,680.0,568.0,0.0,685.0,690.0,2.0,692.0,690.0,2.0,694.0,690.0,2.0,797.0,690.0,2.0,825.0,690.0,2.0,830.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,679.0,690.0,2.0,680.0,690.0,2.0,685.0,459.0,3.0,463.0,459.0,3.0,472.0,459.0,3.0,516.0,459.0,3.0,532.0,459.0,3.0,568.0,459.0,3.0,621.0,459.0,3.0,4.0,459.0,3.0,30.0,459.0,3.0,51.0,459.0,3.0,54.0,459.0,3.0,57.0,459.0,3.0,69.0,459.0,3.0,75.0,459.0,3.0,84.0,459.0,3.0,147.0,459.0,3.0,243.0,459.0,3.0,244.0,459.0,3.0,251.0,459.0,3.0,252.0,459.0,3.0,274.0,459.0,3.0,294.0,459.0,3.0,295.0,459.0,3.0,315.0,459.0,3.0,316.0,459.0,3.0,358.0,459.0,3.0,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0,687,463.0,0.0,687.0,472.0,0.0,687.0,459.0,3.0,463.0,459.0,3.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0,693,463.0,0.0,693.0,472.0,0.0,693.0,243.0,0.0,693.0,244.0,0.0,693.0,251.0,0.0,693.0,252.0,0.0,693.0,459.0,3.0,463.0,459.0,3.0,472.0,459.0,3.0,243.0,459.0,3.0,244.0,459.0,3.0,251.0,459.0,3.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,0,692,473.0,0.0,692.0,476.0,0.0,692.0,246.0,0.0,692.0,247.0,0.0,692.0,253.0,0.0,692.0,313.0,0.0,692.0,457.0,0.0,692.0,469.0,0.0,690.0,362.0,0.0,798.0,614.0,0.0,830.0,620.0,0.0,830.0,623.0,0.0,830.0,2.0,0.0,662.0,38.0,0.0,662.0,99.0,0.0,662.0,154.0,0.0,662.0,233.0,0.0,662.0,2.0,0.0,663.0,10.0,0.0,663.0,11.0,0.0,663.0,38.0,0.0,663.0,39.0,0.0,663.0,61.0,0.0,663.0,62.0,0.0,663.0,63.0,0.0,663.0,99.0,0.0,663.0,369.0,0.0,663.0,393.0,0.0,663.0,421.0,0.0,663.0,119.0,0.0,674.0,170.0,0.0,680.0,173.0,0.0,680.0,179.0,0.0,680.0,473.0,0.0,690.0,476.0,0.0,690.0,253.0,0.0,690.0,291.0,0.0,690.0,313.0,0.0,690.0,457.0,0.0,690.0,692.0,2.0,798.0,692.0,2.0,830.0,692.0,2.0,662.0,692.0,2.0,663.0,692.0,2.0,674.0,692.0,2.0,680.0,692.0,2.0,690.0,469.0,3.0,473.0,469.0,3.0,476.0,469.0,3.0,614.0,469.0,3.0,620.0,469.0,3.0,623.0,469.0,3.0,2.0,469.0,3.0,10.0,469.0,3.0,11.0,469.0,3.0,38.0,469.0,3.0,39.0,469.0,3.0,61.0,469.0,3.0,62.0,469.0,3.0,63.0,469.0,3.0,99.0,469.0,3.0,119.0,469.0,3.0,154.0,469.0,3.0,170.0,469.0,3.0,173.0,469.0,3.0,179.0,469.0,3.0,233.0,469.0,3.0,246.0,469.0,3.0,247.0,469.0,3.0,253.0,469.0,3.0,291.0,469.0,3.0,313.0,469.0,3.0,362.0,469.0,3.0,369.0,469.0,3.0,393.0,469.0,3.0,421.0,469.0,3.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,0,690,473.0,0.0,690.0,476.0,0.0,690.0,253.0,0.0,690.0,291.0,0.0,690.0,313.0,0.0,690.0,457.0,0.0,690.0,469.0,0.0,692.0,473.0,0.0,692.0,476.0,0.0,692.0,246.0,0.0,692.0,247.0,0.0,692.0,253.0,0.0,692.0,313.0,0.0,692.0,457.0,0.0,692.0,542.0,0.0,702.0,657.0,0.0,705.0,362.0,0.0,798.0,614.0,0.0,830.0,620.0,0.0,830.0,623.0,0.0,830.0,614.0,0.0,831.0,2.0,0.0,661.0,10.0,0.0,661.0,38.0,0.0,661.0,62.0,0.0,661.0,421.0,0.0,661.0,2.0,0.0,663.0,10.0,0.0,663.0,11.0,0.0,663.0,38.0,0.0,663.0,39.0,0.0,663.0,61.0,0.0,663.0,62.0,0.0,663.0,63.0,0.0,663.0,99.0,0.0,663.0,369.0,0.0,663.0,393.0,0.0,663.0,421.0,0.0,663.0,119.0,0.0,673.0,119.0,0.0,674.0,170.0,0.0,680.0,173.0,0.0,680.0,179.0,0.0,680.0,569.0,0.0,685.0,690.0,2.0,692.0,690.0,2.0,702.0,690.0,2.0,705.0,690.0,2.0,798.0,690.0,2.0,830.0,690.0,2.0,831.0,690.0,2.0,661.0,690.0,2.0,663.0,690.0,2.0,673.0,690.0,2.0,674.0,690.0,2.0,680.0,690.0,2.0,685.0,469.0,3.0,473.0,469.0,3.0,476.0,469.0,3.0,542.0,469.0,3.0,569.0,469.0,3.0,614.0,469.0,3.0,620.0,469.0,3.0,623.0,469.0,3.0,657.0,469.0,3.0,2.0,469.0,3.0,10.0,469.0,3.0,11.0,469.0,3.0,38.0,469.0,3.0,39.0,469.0,3.0,61.0,469.0,3.0,62.0,469.0,3.0,63.0,469.0,3.0,99.0,469.0,3.0,119.0,469.0,3.0,170.0,469.0,3.0,173.0,469.0,3.0,179.0,469.0,3.0,246.0,469.0,3.0,247.0,469.0,3.0,253.0,469.0,3.0,291.0,469.0,3.0,313.0,469.0,3.0,362.0,469.0,3.0,369.0,469.0,3.0,393.0,469.0,3.0,421.0,469.0,3.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
